,Date,Game Category,Result,Total Moves,Opponent,My_Rating,Opponent_Rating,My_Accuracy,Opponent_Accuracy
811,2022-07-04,5 min,Loss,31,Tyalis,808,786,84.3,79.4
812,2022-07-03,1 min,Loss,22,Mortenstock,763,811,73.1,59.0
813,2022-07-03,1 min,Loss,15,blumental,775,726,64.0,84.3
814,2022-07-03,5 min,Loss,35,Toughdude554,817,856,68.5,72.5
815,2022-07-03,5 min,Win,38,Kua_Osp,824,723,,
816,2022-07-03,5 min,Win,8,GMVucko,818,908,95.8,59.2
817,2022-07-02,5 min,Loss,41,Az_z1,808,780,,
818,2022-07-02,5 min,Loss,38,Metalldja,817,785,66.6,65.8
819,2022-07-02,5 min,Loss,22,SerikS50,826,807,54.1,75.4
820,2022-07-02,5 min,Win,24,martinvallestad,835,796,80.7,72.0
821,2022-06-30,5 min,Win,36,Naci_bs,828,820,81.1,71.2
822,2022-06-28,5 min,Draw,49,Namanpreets,820,788,84.6,79.3
823,2022-06-28,5 min,Loss,25,dontstoptryin,821,839,36.3,50.7
824,2022-06-28,5 min,Win,10,ankipanky2,829,800,75.2,77.7
825,2022-06-28,5 min,Loss,36,E-ROC76,821,858,70.4,76.6
826,2022-06-27,5 min,Win,62,pokeyank,828,763,84.2,71.9
827,2022-06-26,5 min,Loss,59,dmak12,821,858,60.3,71.1
828,2022-06-25,5 min,Loss,34,isarac42,828,888,60.5,68.6
829,2022-06-25,3 min,Win,29,Demon_King24,835,853,75.2,61.2
830,2022-06-23,3 min,Loss,15,Jeanpi1234,826,883,,
831,2022-06-23,3 min,Loss,12,alihek,833,840,63.6,73.0
832,2022-06-23,3 min,Loss,37,abutaher1981,841,810,67.9,59.1
833,2022-06-23,3 min,Win,44,justme75,850,747,74.0,62.0
834,2022-06-22,3 min,Loss,29,Danilo1406,844,839,68.1,71.3
835,2022-06-22,3 min,Win,40,emilcuevas,853,793,70.2,69.5
836,2022-06-22,1 min,Loss,35,Petnix,792,852,60.0,77.7
837,2022-06-22,1 min,Win,33,ctrlaltspace,804,803,76.3,71.4
838,2022-06-22,1 min,Win,35,Lean658440,790,807,58.1,57.9
839,2022-06-21,5 min,Loss,46,aurelioykaren,846,861,61.1,68.9
840,2022-06-21,5 min,Loss,61,ungurjanovic1983,854,880,,
841,2022-06-20,5 min,Loss,36,gobrowns1923,862,901,74.5,73.8
842,2022-06-17,5 min,Loss,10,ElmaisGB,869,908,72.9,90.5
843,2022-06-14,5 min,Loss,37,Bindaa,876,872,63.9,72.9
844,2022-06-10,5 min,Win,30,Eennewts,885,844,65.4,55.4
845,2022-06-10,5 min,Win,7,Walery01,878,816,,
846,2022-06-10,5 min,Loss,22,Jarominator,871,880,64.8,85.1
847,2022-06-09,5 min,Win,27,cementing,879,848,70.2,66.3
848,2022-06-09,5 min,Loss,19,juliocesarviana,871,854,68.4,74.3
849,2022-06-09,5 min,Draw,19,DevAnujRaj,880,884,49.0,47.4
850,2022-06-07,5 min,Loss,50,ArthurAndDaddy,880,966,56.0,65.5
851,2022-06-07,5 min,Loss,44,jkurzman,886,928,73.9,79.4
852,2022-06-07,5 min,Loss,19,Rupa1111,893,922,,
853,2022-06-05,5 min,Win,50,ludovic3,901,839,78.2,71.7
854,2022-06-05,5 min,Draw,55,chorbarko,894,860,81.2,73.6
855,2022-06-05,5 min,Loss,65,griswold73,895,918,76.5,73.4
856,2022-06-05,5 min,Loss,47,MaxHagen,903,945,60.6,77.2
857,2022-06-05,5 min,Loss,39,hmmnn,910,932,60.8,67.8
858,2022-06-05,5 min,Loss,41,fishgt,918,897,52.3,64.0
859,2022-06-05,5 min,Win,12,19deeganpc,927,925,64.7,36.9
860,2022-06-05,5 min,Win,43,FENWICKUK,919,909,,
861,2022-06-04,5 min,Loss,21,amitukidve,911,919,59.8,76.0
862,2022-06-04,5 min,Win,22,100MATO,919,892,,
863,2022-06-04,5 min,Win,14,Andhiration,911,898,83.9,71.5
864,2022-06-04,5 min,Win,47,sampas91,903,847,73.6,65.1
865,2022-06-04,5 min,Win,26,jackkin43,896,913,78.4,67.4
866,2022-06-04,5 min,Loss,30,hemantsutari,887,907,,
867,2022-06-03,5 min,Loss,33,requestor,895,897,44.9,43.8
868,2022-06-03,5 min,Win,42,kngdm,903,849,,
869,2022-05-31,5 min,Loss,37,joaokramer,896,907,60.5,66.0
870,2022-05-31,5 min,Loss,45,Lakshander,904,919,67.0,68.1
871,2022-05-30,5 min,Win,33,vtelisio,912,870,,
872,2022-05-29,5 min,Win,55,shippingtycoon,905,883,65.7,66.5
873,2022-05-28,5 min,Loss,53,trbaks,897,949,,
874,2022-05-27,5 min,Loss,12,donamatuer,904,877,65.9,82.5
875,2022-05-25,5 min,Win,46,LearnChess3888,913,916,,
876,2022-05-25,5 min,Win,27,Isim72chess,905,858,80.7,74.5
877,2022-05-25,5 min,Loss,55,cwplantilla,898,882,65.6,61.3
878,2022-05-24,5 min,Win,47,igorp1988,907,924,,
879,2022-05-24,5 min,Win,32,natedawg74,898,880,73.9,66.4
880,2022-05-24,5 min,Win,42,tahubacem88,890,828,,
881,2022-05-23,5 min,Win,31,Dhoom420,883,891,74.0,63.4
882,2022-05-23,5 min,Loss,33,math00,874,905,78.7,79.9
883,2022-05-23,5 min,Loss,22,LuciDxShr00M,882,942,,
884,2022-05-23,5 min,Win,17,sriri,889,900,67.3,59.4
885,2022-05-23,5 min,Loss,68,Sammax03,880,839,,
886,2022-05-23,5 min,Draw,61,LoonyKarate,889,950,73.1,77.1
887,2022-05-23,5 min,Loss,25,CALIFIACHESS,888,869,57.0,69.9
888,2022-05-22,5 min,Loss,77,rafaelantoniocampos,897,945,71.8,77.2
889,2022-05-22,5 min,Win,16,Atlas7528,904,906,77.5,65.0
890,2022-05-22,5 min,Win,34,SandyV208,895,866,63.1,65.5
891,2022-05-22,5 min,Win,23,Buzz4Bendy,887,786,67.5,61.8
892,2022-05-22,5 min,Win,53,Bugra5334,881,944,81.6,71.3
893,2022-05-22,5 min,Loss,19,ShayanMshj,871,874,76.1,86.4
894,2022-05-22,5 min,Win,29,Jvanmael,879,886,89.8,79.8
895,2022-05-22,5 min,Win,25,yiit33,870,914,62.1,49.1
896,2022-05-21,5 min,Loss,29,AroFrank,861,905,,
897,2022-05-21,5 min,Win,61,kwatro01,868,875,76.6,71.1
898,2022-05-21,5 min,Loss,69,bormitad,859,966,83.2,87.8
899,2022-05-20,5 min,Win,16,raftryit,865,765,,
900,2022-05-19,5 min,Loss,36,z2d7,859,842,68.9,71.2
901,2022-05-19,5 min,Loss,31,avillatte,868,880,62.4,63.6
902,2022-05-19,5 min,Loss,29,thenanar,876,897,68.8,60.1
903,2022-05-19,5 min,Win,32,MaSanMia,884,849,,
904,2022-05-19,3 min,Loss,20,dexknight,876,938,,
905,2022-05-19,3 min,Loss,29,Shreyanshu11,883,889,77.1,82.5
906,2022-05-19,1|1,Loss,60,osmano92,774,921,32.8,49.6
907,2022-05-18,1|1,Loss,48,JavierDario,781,789,75.2,84.0
908,2022-05-18,1|1,Win,18,drv2020,793,805,93.3,84.4
909,2022-05-18,1|1,Loss,62,Michelangelo1234567,780,805,,
910,2022-05-18,1|1,Win,16,asmith1400,792,630,80.3,70.8
911,2022-05-18,1|1,Win,23,Wesley_da_Beater,784,871,69.4,79.8
912,2022-05-18,1|1,Win,25,Sanandpal,766,798,77.5,63.2
913,2022-05-18,1|1,Loss,43,Jajaers,750,745,72.3,86.8
914,2022-05-18,5 min,Loss,8,VeroNicol,891,937,97.2,97.4
915,2022-05-18,5 min,Loss,47,carlocar,898,900,64.6,70.0
916,2022-05-18,5 min,Win,20,LeanMustaine,906,910,61.9,49.8
917,2022-05-18,5 min,Loss,60,Manoloreal,898,915,66.6,69.4
918,2022-05-18,5 min,Win,25,Jaakko3514,906,857,68.8,80.1
919,2022-05-17,5 min,Win,32,Brigi99,898,882,72.2,64.7
920,2022-05-17,5 min,Loss,48,elia1670,890,904,74.6,81.5
921,2022-05-17,5 min,Loss,32,Thatpoorgamer,898,888,71.6,70.9
922,2022-05-17,5 min,Win,26,hadi303,907,921,72.1,77.9
923,2022-05-16,5 min,Win,34,MaryDB15,898,855,71.5,62.2
924,2022-05-16,5 min,Win,38,Aleksandar284,891,847,,
925,2022-05-15,5 min,Loss,31,conbonboncon,884,943,60.6,75.6
926,2022-05-15,5 min,Win,45,raf179,891,831,84.3,73.9
927,2022-05-15,5 min,Win,24,vanovano47,884,879,70.2,71.4
928,2022-05-15,5 min,Win,29,CAMPANA3,876,803,74.9,70.8
929,2022-05-15,5 min,Loss,44,Poison53,869,1017,68.4,72.3
930,2022-05-15,5 min,Loss,37,AnupV,874,911,,
931,2022-05-14,5 min,Loss,58,amanbh,881,962,80.5,85.4
932,2022-05-14,5 min,Loss,41,iam_arjun23,887,978,61.2,68.1
933,2022-05-14,10 min,Win,51,ledyinred,1238,621,70.3,59.9
934,2022-05-14,10 min,Win,28,ledyinred,1236,622,74.2,48.8
935,2022-05-14,5 min,Win,22,ledyinred,893,702,70.3,45.1
936,2022-05-14,5 min,Loss,52,Gustavo_m_p_2_3,893,863,,
937,2022-05-14,5 min,Loss,37,AMC0204,902,932,78.1,93.5
938,2022-05-14,5 min,Win,19,Shivo7,910,811,70.7,51.6
939,2022-05-14,5 min,Loss,18,mhmdrizkirsnndi,904,958,52.7,75.9
940,2022-05-14,5 min,Win,35,habeebhabib,911,926,85.4,71.0
941,2022-05-14,5 min,Loss,31,Harshumatlani,902,918,,
942,2022-05-13,5 min,Win,72,HHEENNZZ,910,997,84.7,79.9
943,2022-05-13,5 min,Win,21,KDB173,900,938,72.5,63.9
944,2022-05-13,5 min,Win,35,praveenchawla,891,808,82.1,71.6
945,2022-05-13,5 min,Loss,17,abhinav261111,885,948,,
946,2022-05-13,5 min,Win,53,Ljj69,892,961,75.1,74.6
947,2022-05-13,5 min,Win,36,dangerdavve,882,805,81.7,74.4
948,2022-05-13,5 min,Loss,16,Philibe,875,983,62.8,88.9
949,2022-05-13,5 min,Loss,48,muratfarat,881,925,,
950,2022-05-12,5 min,Draw,47,MJaju,888,846,,
951,2022-05-12,5 min,Loss,26,Hugo-Capeto,889,941,74.2,85.0
952,2022-05-12,5 min,Loss,37,Mettings,896,922,71.3,75.6
953,2022-05-12,5 min,Win,29,holdenford1999,904,868,71.2,63.6
954,2022-05-12,5 min,Loss,26,henrymiranda6,896,930,,
955,2022-05-12,5 min,Win,11,bbfender92,904,853,71.3,46.9
956,2022-05-11,5 min,Loss,19,Kedar4,897,918,52.0,74.3
957,2022-05-11,5 min,Loss,40,braidenlockhart,905,876,,
958,2022-05-11,5 min,Loss,58,Pmb0313,914,978,73.4,67.5
959,2022-05-11,5 min,Win,33,MellowEmerald,921,880,65.2,55.4
960,2022-05-10,5 min,Win,32,dscrap,914,907,62.7,53.9
961,2022-05-09,5 min,Win,28,KingVinayR,906,870,74.6,59.8
962,2022-05-09,5 min,Win,40,KingVinayR,899,877,70.7,61.8
963,2022-05-06,5 min,Loss,21,olf03,891,919,71.5,84.6
964,2022-05-05,5 min,Win,48,MarkBavaro86,899,851,71.6,62.3
965,2022-05-05,5 min,Loss,21,Kajagoogoo1,892,951,71.1,83.4
966,2022-05-05,5 min,Loss,56,miqbalbm,899,919,58.6,58.8
967,2022-05-05,5 min,Loss,29,Mmunchp,907,948,,
968,2022-05-05,5 min,Loss,48,JamezKeith,914,955,,
969,2022-05-05,5 min,Loss,57,arjuns_15,921,952,59.6,61.9
970,2022-05-04,5 min,Win,54,jblatts1,929,943,78.1,71.4
971,2022-05-04,5 min,Win,31,nickkamel,920,935,81.8,68.1
972,2022-05-04,5 min,Win,65,ThyCaptain,911,913,79.1,70.5
973,2022-05-04,5 min,Loss,84,jasmeetbali,903,775,78.4,80.8
974,2022-05-04,5 min,Loss,57,Mohican756,914,980,,
975,2022-05-04,5 min,Win,16,xitosbola,921,896,67.7,56.8
976,2022-05-04,5 min,Loss,27,keneishalewis,913,914,77.9,89.3
977,2022-05-03,5 min,Win,52,Leiges2,921,760,,
978,2022-05-02,5 min,Loss,50,Ragoutvite,916,1011,,
979,2022-05-02,5 min,Loss,31,mha0046,922,960,,
980,2022-05-02,5 min,Win,29,Askerco,929,913,76.7,61.6
981,2022-05-01,5 min,Win,5,keranta,921,918,,
982,2022-05-01,5 min,Loss,28,arxos1,913,839,62.1,72.4
983,2022-04-30,5 min,Win,28,ATHARVA29g,923,920,85.6,69.3
984,2022-04-30,5 min,Win,3,Uelington74,915,870,,
985,2022-04-29,5 min,Loss,23,madrid_white,908,838,68.6,89.2
986,2022-04-29,5 min,Win,42,MetaStaze,918,951,80.3,71.1
987,2022-04-28,5 min,Win,31,ihsan1016,909,811,73.8,64.9
988,2022-04-28,5 min,Loss,19,arryT,903,895,71.3,87.5
989,2022-04-28,5 min,Win,37,kaluba3200,912,902,70.6,72.7
990,2022-04-28,5 min,Draw,59,GURK7NN,904,905,71.4,69.4
991,2022-04-27,5 min,Loss,60,AngelDevth,904,932,61.4,66.9
992,2022-04-27,5 min,Win,50,jobrowns,912,855,79.0,70.3
993,2022-04-26,5 min,Win,15,besticando,905,850,75.6,65.6
994,2022-04-26,5 min,Loss,55,rogerisacutie,898,843,71.6,80.2
995,2022-04-26,5 min,Loss,8,Dlbank,908,921,29.4,93.7
996,2022-04-26,5 min,Loss,28,celt13,916,943,63.8,73.2
997,2022-04-26,5 min,Loss,35,sq_rt_gh,924,917,75.2,80.7
998,2022-04-26,5 min,Loss,15,mindovermatter2001,933,981,54.1,61.4
999,2022-04-26,5 min,Win,17,CMG999,940,901,93.5,84.8
1000,2022-04-25,5 min,Loss,26,leonlillustre,933,915,67.9,82.4
1001,2022-04-25,5 min,Win,43,cuervo-19-29,942,929,82.8,69.2
1002,2022-04-25,5 min,Loss,33,pableets,934,970,65.8,68.6
1003,2022-04-22,5 min,Loss,13,coukein,941,999,76.2,92.3
1004,2022-04-22,5 min,Win,24,saprton,948,915,60.9,50.6
1005,2022-04-22,5 min,Win,29,lutxoperez,940,964,90.0,80.1
1006,2022-04-22,5 min,Win,35,galos101,931,949,55.7,46.7
1007,2022-04-21,5 min,Win,46,Claudrusu,922,945,81.4,73.3
1008,2022-04-21,5 min,Loss,36,lukwojt,913,927,69.1,75.3
1009,2022-04-21,5 min,Loss,15,Skux420,921,957,66.0,85.8
1010,2022-04-21,5 min,Win,58,yura101,928,930,,
1011,2022-04-21,5 min,Win,14,Lars0908,920,859,64.3,69.0
1012,2022-04-21,5 min,Win,30,Drabson86,913,878,77.1,67.8
1013,2022-04-20,5 min,Loss,49,arecuk,905,931,75.8,83.9
1014,2022-04-20,5 min,Loss,7,Gianlucaats,913,970,43.8,86.0
1015,2022-04-20,5 min,Win,21,Chessmael,920,876,79.0,67.9
1016,2022-04-20,5 min,Loss,35,ElDoggo1,913,955,53.9,63.5
1017,2022-04-20,5 min,Loss,39,Grumpyy99,920,889,,
1018,2022-04-20,5 min,Draw,49,PVT4Nam,929,941,,
1019,2022-04-19,5 min,Win,24,liltimis,929,865,87.9,72.5
1020,2022-04-19,5 min,Loss,22,solrac62,922,943,,
1021,2022-04-18,5 min,Loss,31,Accolon,930,975,69.6,81.7
1022,2022-04-18,5 min,Win,18,Kirill228227,937,892,76.0,64.0
1023,2022-04-18,1 min,Win,50,guptaji_chess,766,750,83.3,79.0
1024,2022-04-18,1 min,Win,30,heidiiiiiiiiiiiiiiii,754,724,86.1,79.2
1025,2022-04-18,1 min,Loss,8,Sunway2017,742,724,48.3,100.0
1026,2022-04-18,1 min,Loss,43,superpoczta,757,814,34.6,45.1
1027,2022-04-18,1 min,Win,35,Keulx,769,776,63.2,55.6
1028,2022-04-18,5 min,Loss,21,Servantezs65,930,981,65.3,70.4
1029,2022-04-18,5 min,Win,44,marcopolo1099,937,881,61.3,65.7
1030,2022-04-17,5 min,Win,35,Savagepepino,930,943,70.2,57.8
1031,2022-04-17,5 min,Loss,7,manisanthanam,921,903,78.5,67.1
1032,2022-04-17,5 min,Loss,19,keysaaaa,930,912,59.1,74.9
1033,2022-04-17,5 min,Loss,49,amirhsyn,939,906,82.4,91.5
1034,2022-04-15,5 min,Loss,20,Musicman1eanda,948,984,43.3,65.2
1035,2022-04-15,5 min,Win,15,MoAhmd8,955,911,93.4,70.0
1036,2022-04-14,5 min,Loss,17,darkvromi,948,933,67.1,79.2
1037,2022-04-14,5 min,Win,18,Bromagon,957,951,77.7,76.9
1038,2022-04-14,1 min,Win,19,AyushSinha7,754,678,62.6,60.8
1039,2022-04-14,1 min,Loss,22,buchess079,742,712,,
1040,2022-04-13,5 min,Win,45,leszekwozniak,949,847,,
1041,2022-04-13,5 min,Win,19,Valkish,943,834,76.3,61.7
1042,2022-04-13,5 min,Win,21,mahmoudelray,937,931,61.3,52.0
1043,2022-04-13,5 min,Draw,68,Dezber,929,1003,67.7,70.4
1044,2022-04-13,5 min,Win,43,israelitua,927,932,67.0,60.2
1045,2022-04-13,5 min,Win,8,jayesh4567,919,846,99.3,74.0
1046,2022-04-13,5 min,Win,40,Bilking,912,746,80.7,73.9
1047,2022-04-13,5 min,Loss,28,Arathi_Tan,907,927,68.2,71.8
1048,2022-04-12,5 min,Loss,26,Bldob,915,861,65.2,67.6
1049,2022-04-12,5 min,Loss,28,ahmadhumaidi,925,918,37.9,49.0
1050,2022-04-12,5 min,Win,29,deseoul,934,876,82.6,73.6
1051,2022-04-12,5 min,Win,1,chino234,927,1065,,
1052,2022-04-12,5 min,Loss,59,nestor_xHj,916,953,71.0,78.9
1053,2022-04-08,5 min,Loss,29,sachurai,923,926,73.1,79.6
1054,2022-04-08,5 min,Loss,32,hishamhhhhhhhh,931,957,55.6,61.0
1055,2022-04-08,5 min,Draw,45,Sahbisan,939,969,66.7,69.8
1056,2022-04-08,5 min,Loss,24,fjkess,938,931,63.0,72.2
1057,2022-04-08,5 min,Loss,28,MagnusBlundersenXD,947,1031,59.9,71.6
1058,2022-04-08,5 min,Loss,32,Brodie03824,953,998,61.9,79.4
1059,2022-04-07,5 min,Loss,41,OswaldoCorral,960,987,72.0,76.8
1060,2022-04-07,5 min,Loss,26,loppsided,968,1013,39.1,48.3
1061,2022-04-06,5 min,Draw,72,deepak11143,975,999,75.5,74.3
1062,2022-04-06,5 min,Loss,52,luckyquan,974,1011,72.2,79.9
1063,2022-04-06,5 min,Loss,24,Ninor90,981,1018,54.3,77.7
1064,2022-04-06,5 min,Loss,45,conrad98,988,1035,68.8,65.8
1065,2022-04-06,5 min,Win,18,Manjuro,995,1027,,
1066,2022-04-05,5 min,Win,46,luciferEM,986,985,69.9,66.1
1067,2022-04-05,5 min,Loss,48,akash1biggest2bts3pan,978,966,65.6,71.1
1068,2022-04-05,5 min,Win,22,Poison_vial,987,1002,82.5,63.6
1069,2022-04-05,5 min,Loss,35,diasnostic,978,1028,64.2,71.6
1070,2022-04-05,5 min,Loss,50,Szachownik1,985,1006,61.1,66.7
1071,2022-04-04,5 min,Loss,19,Dicky_01,993,1023,63.4,66.6
1072,2022-04-04,5 min,Loss,34,Aux1907,1001,981,,
1073,2022-04-02,5 min,Win,61,Paet2020,1010,949,72.1,66.3
1074,2022-04-02,5 min,Loss,40,b39y21,1003,1014,69.0,70.2
1075,2022-03-31,5 min,Win,73,vivek210,1011,990,64.7,60.2
1076,2022-03-31,5 min,Draw,51,elmore2,1003,968,71.6,74.4
1077,2022-03-31,5 min,Loss,11,shankharsai,1004,1066,40.0,69.8
1078,2022-03-30,5 min,Loss,68,lebonkwan,1011,1067,,
1079,2022-03-30,5 min,Loss,46,walter275,1018,1033,71.3,71.5
1080,2022-03-30,5 min,Loss,29,Eziedo,1026,1048,52.7,69.3
1081,2022-03-30,5 min,Win,19,Bradcps,1034,974,83.1,69.2
1082,2022-03-30,1 min,Loss,26,12Leon12,759,800,68.0,79.5
1083,2022-03-30,1 min,Loss,17,HuskyDuet,772,840,,
1084,2022-03-30,1 min,Loss,30,freekie60,785,774,63.0,66.3
1085,2022-03-30,1 min,Loss,27,HamSjel,802,781,68.1,57.5
1086,2022-03-30,5 min,Win,23,Iron_tyger,1027,1005,81.7,74.0
1087,2022-03-30,1 min,Win,17,sorrybang,820,770,86.6,65.7
1088,2022-03-30,5 min,Win,45,Angourie223,1019,999,,
1089,2022-03-30,1 min,Loss,26,Giraiya,804,888,,
1090,2022-03-30,1 min,Loss,31,Lux2010,819,842,58.4,73.5
1091,2022-03-30,1 min,Win,13,Rohanmeda,838,785,86.5,67.8
1092,2022-03-30,1 min,Loss,21,Milchozas,820,795,16.7,27.9
1093,2022-03-30,1 min,Win,30,Chesslordzxc6969,844,853,72.5,59.6
1094,2022-03-30,1 min,Win,29,Heebsie,819,797,,
1095,2022-03-30,1 min,Loss,24,Leko7,795,821,66.8,78.2
1096,2022-03-30,1 min,Draw,37,Khuni1,821,840,55.6,64.4
1097,2022-03-30,1 min,Win,36,fede_lapis,819,747,81.4,73.6
1098,2022-03-29,5 min,Win,28,medusaggg,1011,959,49.2,50.2
1099,2022-03-29,5 min,Win,29,jaymcflyy,1004,959,,
1100,2022-03-29,5 min,Loss,43,dedfischer,997,1056,56.4,55.3
1101,2022-03-29,5 min,Loss,31,Ordnajela001,1004,979,,
1102,2022-03-29,5 min,Win,76,wulan200,1013,1030,73.4,73.3
1103,2022-03-29,5 min,Loss,18,frenochar,1004,1018,60.8,87.7
1104,2022-03-29,5 min,Win,42,biggestbubs,1012,1001,68.1,64.7
1105,2022-03-29,5 min,Win,33,Raphou86,1004,983,48.1,45.6
1106,2022-03-29,5 min,Loss,34,Angelvolador,996,991,77.4,81.1
1107,2022-03-29,5 min,Win,29,theBaron4,1004,1076,,
1108,2022-03-27,5 min,Win,30,alikholghnik,994,938,66.4,65.1
1109,2022-03-26,5 min,Loss,39,gvan11,987,993,54.7,55.9
1110,2022-03-26,5 min,Win,23,AlexWei,995,986,73.5,65.7
1111,2022-03-26,5 min,Win,28,dinuzzo15,987,993,77.1,66.3
1112,2022-03-26,5 min,Loss,35,csdw,978,970,71.1,80.5
1113,2022-03-26,5 min,Draw,67,Martzbiz,987,966,86.1,76.5
1114,2022-03-26,5 min,Win,20,morrisong,988,1062,76.2,63.9
1115,2022-03-26,5 min,Win,39,MadeDanan,978,983,87.5,75.8
1116,2022-03-26,5 min,Loss,13,xando365,969,949,50.4,85.2
1117,2022-03-26,5 min,Loss,21,sr_seu_samuel,978,1008,72.3,84.9
1118,2022-03-26,5 min,Loss,47,Benoitcal,986,1009,65.1,64.4
1119,2022-03-26,5 min,Win,30,Marto001,994,965,,
1120,2022-03-23,5 min,Loss,56,ZanderBowes,986,1033,64.4,79.0
1121,2022-03-23,5 min,Loss,24,BhaalZack,993,1027,68.0,78.5
1122,2022-03-23,5 min,Loss,31,paoloable,1001,1044,64.0,71.2
1123,2022-03-23,5 min,Win,20,anbhusathya,1008,966,70.1,59.9
1124,2022-03-22,5 min,Win,13,gusguuus,1001,950,63.5,49.6
1125,2022-03-22,5 min,Win,39,simon521,994,1024,72.5,62.7
1126,2022-03-22,5 min,Win,30,VisiblexNINJAx,985,992,83.5,73.3
1127,2022-03-22,5 min,Loss,30,nhererata,976,992,67.7,84.2
1128,2022-03-21,5 min,Loss,37,dridri222,984,987,,
1129,2022-03-21,5 min,Win,27,OlexandrPinchuk,992,1036,80.2,66.4
1130,2022-03-19,5 min,Loss,10,ilies82,983,980,92.7,94.1
1131,2022-03-19,5 min,Loss,26,pi2904,991,977,,
1132,2022-03-19,5 min,Win,30,leopold62,1000,941,92.2,81.2
1133,2022-03-19,5 min,Loss,35,Amioula,993,1005,64.2,76.5
1134,2022-03-19,5 min,Win,9,n3375174,1001,1016,57.5,54.7
1135,2022-03-19,5 min,Win,44,Julien0107,992,984,84.4,73.7
1136,2022-03-19,5 min,Win,25,MadKing063,984,925,68.5,65.1
1137,2022-03-19,5 min,Win,38,fieryfred,977,998,83.9,75.1
1138,2022-03-19,5 min,Win,32,WAYWWAY,968,972,56.2,50.3
1139,2022-03-19,5 min,Win,36,YESiJUSTTOOKurQUEEN,960,965,78.2,64.7
1140,2022-03-18,5 min,Win,22,tjenw,952,942,61.8,60.2
1141,2022-03-18,5 min,Win,42,iDivineprince,944,954,,
1142,2022-03-18,5 min,Win,59,MR_HIRITO,935,877,68.3,53.5
1143,2022-03-18,5 min,Win,29,pavollang,928,950,,
1144,2022-03-17,5 min,Win,62,NABEEL0094,919,941,,
1145,2022-03-17,5 min,Loss,35,alexmcewen,910,921,55.5,69.9
1146,2022-03-17,5 min,Win,41,Felakuthi,918,920,82.6,75.9
1147,2022-03-17,5 min,Win,19,jitendra_k,910,928,52.6,43.6
1148,2022-03-14,5 min,Win,40,tshepangmac,901,847,78.2,85.6
1149,2022-03-14,5 min,Loss,57,naxinscaselles,894,937,82.2,89.1
1150,2022-03-14,5 min,Win,24,Emrovskey,901,866,85.7,68.6
1151,2022-03-13,5 min,Win,40,MOONSHOT524,893,875,71.7,83.3
1152,2022-03-13,5 min,Win,54,Marko1007,885,880,59.0,56.2
1153,2022-03-13,5 min,Loss,11,alfalfabeans,877,886,,
1154,2022-03-13,5 min,Win,7,martinser,885,851,,
1155,2022-03-11,5 min,Loss,36,Ndiramos,877,864,27.1,41.1
1156,2022-03-11,5 min,Win,33,Timmothylcarter,886,862,41.0,39.1
1157,2022-03-10,5 min,Loss,38,WashedAFFreeGame,878,863,64.5,74.4
1158,2022-03-10,5 min,Win,22,Dwayneism,887,891,75.3,61.0
1159,2022-03-10,5 min,Win,40,gambit_openings,878,850,89.4,73.9
1160,2022-03-09,5 min,Win,47,JEC101,870,835,,
1161,2022-03-09,5 min,Win,54,Romcis,862,812,74.0,63.9
1162,2022-03-09,5 min,Win,21,Romcis,855,819,73.4,48.0
1163,2022-03-09,5 min,Win,14,efim123rus,848,917,50.6,25.3
1164,2022-03-09,5 min,Loss,71,SylSylSy,838,759,68.0,66.2
1165,2022-03-08,5 min,Win,46,Najdorfnek19,848,772,64.9,60.7
1166,2022-03-08,5 min,Win,31,sfull12,841,753,80.8,68.7
1167,2022-03-08,5 min,Win,43,Umair_d12,834,839,79.1,67.0
1168,2022-03-07,5 min,Win,37,Victor3668,826,759,,
1169,2022-03-07,5 min,Loss,3,43dy,819,823,,
1170,2022-03-07,5 min,Loss,8,john2486,827,824,36.3,45.4
1171,2022-03-06,5 min,Win,29,heckjp,835,649,81.9,67.5
1172,2022-03-04,5 min,Win,13,gitanno,831,779,73.2,69.5
1173,2022-03-02,5 min,Loss,24,LeKasparovDu59,824,775,61.0,79.8
1174,2022-03-02,5 min,Loss,23,ali2254,834,864,72.4,88.8
1175,2022-03-02,5 min,Win,39,yabesmuthuramalingam,842,784,66.5,57.8
1176,2022-03-01,5 min,Loss,19,Cephei723,835,838,40.4,39.9
1177,2022-03-01,5 min,Win,23,Bibbay,843,782,93.9,84.7
1178,2022-03-01,5 min,Win,31,Ahmetenes88,836,810,55.9,52.5
1179,2022-03-01,5 min,Loss,31,lkylku,828,865,74.6,83.0
1180,2022-03-01,5 min,Draw,57,VAIBHAV_0076,836,835,78.9,79.1
1181,2022-02-28,5 min,Win,21,julevincent,836,841,78.9,65.7
1182,2022-02-26,5 min,Loss,30,stratoulas,828,866,,
1183,2022-02-26,5 min,Loss,31,kstavrosk,835,876,48.8,64.8
1184,2022-02-24,5 min,Loss,32,AllKnight30,842,841,,
1185,2022-02-24,5 min,Loss,13,Edimarcafe,850,836,,
1186,2022-02-24,5 min,Win,56,DeucemarRodrigues,859,810,85.5,80.4
1187,2022-02-22,5 min,Loss,10,DrLecter94,852,835,76.5,88.5
1188,2022-02-21,5 min,Loss,47,OtoPatamarrr,861,887,71.0,61.6
1189,2022-02-21,5 min,Win,7,Alleycattri,869,895,98.2,57.0
